text	validation
Me gusta.. Aún hace poco que la tengo,la usa sobre todo mí niño ,que tiene 10 años,como asiento mientras juega o ve la tele. Parece resistente pero él bota mucho sobre ella y una que teníamos antes explotó. Para mí haciendo ejercicio es perfecta,más grande de lo que creía pero en conjunto bien. Ya actualizaré si resiste a mi peque.	1
Buena calidad. Muy buen articulo, lo he usado en un par de wods y de momento van muy bien.	0
Bolsillo principal pequeño. Si no la vas a utilizar como mochila triatlon el bolsillo principal se queda muy pequeño	0
creo que puede servir. No etenido experiencia no puedo opinar.	0
Es tal y como se describe.. El producto es de buena calidad. El material da seguridad y parece resistente. Lo único que no me gustó es que el producto venía en su caja tal cual, no estaba envuelto ni venía en una caja de Amazon.	1
No se infla. No hay manera humana de hinchar lo, eso sí, con tanta carrera me vaya a poner en forma.	0
Más grande de lo que parece. Está bien lo que es muy grande, me ocupa casi todo el ancho del cuerpo.	1
Espero que dure. Está bien aunque lo veremos con el tiempo	0
Práctica. Practica y con aceptable capacidad aunque el tipo de soporte podría ser mejor, pero en general buena compra	0
No lo llegue a recibir. Mi pedido nunca llego, aunque no era mucho por lo menos me devolvieron el dinero...	0
Muy buen material. Muy buena para uso diario	1
Siempre se empaña. No vale, la mascara se empaña siempre , no se puede hacer nada con ella es una estafa	0
Hace el apaño. Se partió la tercera vez que la rellene, la manguera se quedó con los pellizcos de haber venido doblada, un poco incómoda, no me ha gustado mucho.	0
La puntualidad. Sí, me gusto. Para practicar en la naturaleza.	1
Gafas para principiantes. No son unas gafas de una calidad superior pero para bucear tanto en agua dulce como salada cumplen su función	1
Cumple con su función.. Los he utilizado porque he puesto una silla de bebe delantera en la bici y me rozaba las piernas con ella. La he probado en una via larga y ahora casi no me rozo. Los pedales han quedado un poco mas hacia fuera y ahora me apoyo mejor en los pedales.	1
Un poco pesada. Los colores son geniales pero realmente es un poco pesada para su utilidad. Creo que una esterilla suele ser más práctica.	0
Muy buen producto pero caja defectuoso. La linterna es todo lo q decía, lo único es q la caja tenía una de las patillas de cierre rotas y por eso no doy las 5 estrellas	1
Perfecto. Mi hijo muy contento, perfecto. Tenía una pequeña rascada en la pintura, por lo demás muy bien y rápida la entrega	1
Buena calidad. Cumple su función. Buena calidad y color muy bonito	1
RECORTES/CHAPUZA. La pieza solicitada y recibida está confeccionada de dos "retales" o restos de tela, algo inadmisible que considero una tomadura de pelo y desprestigio para el vendedor. No la devuelvo, la necesito ya...pero hago constar mi enfado y adjunto, si puedo, foto detalle. Espero no ser tratado así la próxima vez. Gracias	0
Excelente elección. Encantada con la compra. Además llegó antes de lo esperado, así que todo estupendo. Totalmente recomendable. Fue para un regalo y muy bien.	1
correa reloj. Este objeto no era para mi. Supongo que debe ser correcto porque no me han dicho lo contrario ni se han quejado...	0
Practico y cómodo.. Fabricación China pero resistente.	1
Tamano pequeno. El tamano demasiado pequena para xl y el color ni parece a la foto	0
ENVIO EN MUY MAL ESTADO. NO SE COMO ESTARA EL CONTENIDO..... ACABO DE RECIBIR EL PAQUETE EN CASA. MUY RAPIDO PERO CON EL EMBALAJE DEFECTUOSO. LA CAJA ESTA ABIERTA Y ROTA. IGNORO SI FALTA ALGUNA PIEZA O HAY ALGUN DAÑO EN SU INTERIOR. CUANDO LO ABRA COMPLETAMENTE PARA MONTAR LA BICICLETA LO PODRE VERIFICAR. DE MOMENTO NO DA BUENA SENSACION POR EL ESTADO DEL EMBALAJE.	0
simple. Es demasiado endeble y sintético para practicar yoga. Desprende un fuerte olor parecido a la gasolina	0
Correa. Confundí correa..., y para devolver tengo que pagar mi valoración es por esto	0
Muy poco peso, muy caliente pero se salen las plumas facilmente. Le doy solo dos estrellas porque se le salen las plumas con mucha facilidad. Da mucho calor para lo poco que ocupa. Para una prenda de esta marca y su precio se espera una muy buena calidad y no la tiene bajo mi punto de vista. Sino se le salieran las plumas sería perfecta.	0
El precio de estos auriculares bluetooth. Estos auriculares cumplen la función de oírse y el sonido llega al móvil a través de bluetooth. Nada más. La carga dura 3 horas aproximadamente. Y el tiempo para cargarse lo desconozco ya que permanece en rojo todo el tiempo. En cuanto a la solidez de los materiales y la construcción no están mal. Ahora bien..., estamos hablando de un precio rompedor: menos de 2 euros por unos auriculares bluetooth.	0
No compre si tiene Android. Compré el Smooth 4 para usarlo con mi teléfono móvil Android Oneplus 5T. Francamente, la aplicación no funciona en absoluto con eso. Lo probé con Apple 6 de mi esposa y funciona bien. Se requiere una actualización significativa para la aplicación de Android antes de poder recomendar la compra. Una pena porque es un estabilizador fino.	0
No me ha convencido del todo ahora mismo. No la recomiendo. El mango es demasiado pequeño y fino. Y no tengo manos grandes. No la recomendaria respecto a otras. Y ya esta	0
Impermeable. Estéticamente es muy bonita y la calidad de los materiales y acabado general muy buenos. Además es impermeable, que era un requisito muy importante para mi y hemos contrastado su eficacia con lluvia.	1
Cumple con su función. La compré para hacerle un regalo a un familiar que nunca ha tenido ninguna pulsera de este tipo. Pensé que no le iba a gustar demasiado, pero me ha sorprendido. Me ha comentado que funciona muy muy bien y, la verdad, que viendo la cantidad de pulseras que hay por ahí y las que yo he tenido, es una de las de mayor calidad. Tiene bastante capacidad de carga y, además, muestra las notificaciones en el móvil, vibrando con llamadas entrantes... etc. Lo que más me llama la atención de esta pulsera es que es resistente al agua. No imagino hasta qué punto y tampoco queremos comprobarlo ni mi familiar ni yo. La correa es de goma, por lo que no huele mal con el sudor ni mucho menos. Otro punto a favor de esta pulsera es que se carga por USB directamente en el ordenador, algo bastante más práctico que tener un cargador exclusivo para ella. Aunque el envío no ha sido excesivamente rápido, no ha tardado tampoco demasiado. En definitiva, una compra estupenda :)	1
Perfecta!!. Mascara de buceo perfecta. Funciona correctamente, se ve con claridad y no entra agua. Es muy comoda de transportar en la bolsita que trae. Recomiendo mucho su compra.	1
buena mochila pero sin funda contra el agua. se ve de buena calidad al precio que se indica, el punto malo seria que especifica que trae funda para la lluvia y la verdad que no lo trae . a la espera del vendedor si envia la funda	0
Luz delantera y trasera en un pack y de larga duración. Este pack ha cumplido ampliamente mis espectactivas. Aúna sencillez y facilidad de uso con una larga duración de la carga, un fácil montaje y un peso ultraligero. Por poner alguna pega diré que la luz trasera se ajusta a la bicicleta con una banda de silicona aparentemente muy frágil.	1
Aguanta mucho tiempo el calor. Aguanta muchísimo el calor, he tenido varias, pero no aguantan nada. Pongo el agua a hervir y a la mañana sigue templadita. Pero a media noche está bastante caliente.	1
Lo que esperaba. Es lo que aparece e la foto, no defrauda. Por ponerle una pega, el cierre interior es con cuerda y sería más cómodo de otra manera, cremallera o similar	1
Rota y sin cruz identificativa de sanitario.. Las costuras de los elásticos están rotas y no trae la correspondiente cruz roja identificativa de sanitario.	0
Perfecto. Es de bastante buena calidad	1
Kiko. Mejor imposible. De alta calidad y una comodidad que no tiene nada que envidiar a otros de grandes marcas. Soy triatleta y los uso hasta para correr. Y cuestan una tercera parte.	1
Robusta. En principio tiene muy buena pinta. Se adapta perfectamente a la rueda y parece resistente, falta ver la durabilidad con el tiempo	0
Protector caja vivoactive 3. Muy suave y encaja perfectamente, protege muy bien al reloj	1
estan bien pero.... En la pagina pone que se envian 2 pares y solo llega uno.	0
Que no esté deformada. Algo deformada me llegó, pero bien aceptable	0
Satisfecho. Como esperaba buena resistente bonita	1
Todo correcto. Perfecto. Como indican vienen 3 huevos de diferente resistencia y 3 gomas para los dedos con su funda.	1
Falta destornillador. En la foto del producto viene con dos destornilladores por correa y en mi caso solo traia uno por correa por lo q no es como sale en la foto	0
Reloj y cuenta pasos. Este producto no ha respondido a todas las esperanzas que tenia puestas en el. De las funciones que tiene sólo son útiles las de reloj y cuenta pasos para diferentes actividades deportivas, tal vez también las de cuenta pulsaciones. Pero para un hipertenso como yo, no sirve porque la medición que realiza de la tensión arterial es completamente errónea siempre, cuando se compara con un aparato específico para medir la tensión arterial. La pantalla se raya con relativa facilidad.	0
Decepcionado y engañado. Fatal...idem que el otro artículo de Reyes....no llegó	0
Pasable?. Es bonito pero muy pequeño..los enganches de plástico muy delicados.siendo de marca y el precio deja que desear.	0
enorme y muy pesado. no lo recomiendo para llevar durante salida en bici....si para tener en casa para poder hacer mantenimiento de las bicis	0
Parece buena. Está bien, no la he utilizado aún	1
Muy buenos. Es perfecto aunque yo lo pedí para una bici pequeña y me costó ponerlos .....le hice rosca nueva ya no creo que los pueda sacar	1
Bien pero pequeño de talla. Las tallas son muy pequeñas..yo he pedido la M y es como una S	0
de juguete. poca autonomia, las ruedas parecen de juguete a no ser que sea para jugar no lo recomiendo	0
El metal NO es inoxidable.. Todo bien menos la pequeña mentira de que el metal es inoxidable... 3 días llevo con la pulsera y mirad vosotros mismos	0
No es la que pedí. Pedí la comba en color azul y me llegó la negra que era 2€ más barata y me han cobrado el precio de la azul por ese motivo no le pongo las 5 estrellas.	0
Practico. Es muy cómodo para cuando quieres sentir lo impulsos eléctricos. Hace su papel como conductor	1
Me compraría otra. Con pocos usos ya se notan las marcas de uso. No tiene una gran calidad. Aunque es cómoda y grande.	0
Bolsa móvil. No va bien pq las correas q lo sujetan al cuadro no tienen una buena disposición para su sujeción	0
Excelente compra. Estoy encantado con la caminadora , ocupa muy poco espacio , no hace ruidos y se puede conectar a una App para ver tus progresos día a día , me encanta usarla todos los días	1
Rodillo bicicleta. El producto bien, pero no fue muy útil ya que también tuvimos que cambiar la rueda de la bici para que no hiciese tanto ruido.	0
Mal. Como reloj está bien, pero no te puedes fiar de los datos que te da. Los pasos los cuenta como le da la gana, asó como los kilómetros andados y no digamos de las calorías jajajaja Otro punto negativo es que cuando le da el sol a la pantalla, NO SE VE NADA. Tienes que tapar con la otra mano la pantalla para ver algo. En fin, yo no me lo volvería a comprar.	0
