text	tag
24.Credit institutions should establish an NPE strategy to target a time-bound reduction of NPEs          over a realistic but sufficiently ambitious time horizon (NPE reduction targets). The NPE          strategy should lay out the credit institution’s approach and objectives regarding effective          management to maximise recoveries and ultimately a reduction in NPE stocks in a clear,          credible and feasible manner for each relevant portfolio. When developing and          implementing the NPE strategy for retail portfolios, credit institutions should consider          provisions aimed at protecting consumers, including Directive 2014/17/EU, 13          Directive 2008/48/EC14 and the EBA Guidelines on arrears and foreclosure.15	0
13Directive 2014/17/EU of the European Parliament and of the Council of 4 February 2014 on credit agreements for consumers relating to residential immovable property and amending Directives 2008/48/EC and 2013/36/EU and Regulation (EU) No 1093/2010 (OJ L 60, 28.2.2014, p. 34). 14Directive 2008/48/EC of the European Parliament and of the Council of 23 April 2008 on credit agreements for consumers and repealing Council Directive 87/102/EEC (OJ L 133, 22.5.2008, p. 66).	0
   25.The following steps should form the core building blocks of the development and       implementation of the NPE strategy:	0
   26.When credit institutions develop their NPE strategy, they should also consider policies that       aim to ensure the fair treatment of borrowers.	0
27.As a first phase in the formulation and execution of an appropriate NPE strategy, credit       institutions should complete an assessment of the following elements:	0
   28.Credit institutions should perform a comprehensive self-assessment to evaluate the actual       situation and the steps to be taken internally to address any gaps in the internal capabilities       to manage NPEs.	0
   29.Institutions should fully understand and assess:	0
    c) Their operational capacities (processes, tools, data quality, IT/automation, staff/expertise,        decision-making, internal policies and any other relevant area for the implementation of        the strategy) in relation to the various steps involved in the process, including but not        limited to:	0
   30.Credit institutions should perform a comprehensive self-assessment covering at least the       items listed in paragraph 29 on an annual basis to determine strengths, significant gaps and       areas of improvement required to reach NPE reduction targets.	0
   31.Credit institutions should report the outcome of the comprehensive self-assessment to the       institution’s management body and the competent authority.	0
   32.Credit institutions should consider seeking expert views on their operational capabilities to       manage NPEs from the institution’s risk management and control functions or from external       sources on a periodic basis.	0
   33.Credit institutions should assess and consider the current and likely future external operating       conditions and environment when establishing the NPE strategy and associated NPE       reduction targets. The following list of external factors, where appropriate, should be taken       into account by credit institutions when setting the NPE strategy:	0
      34.Credit institutions should be able to calculate a detailed assessment of the impact of the          planned strategy from capital, risk exposure amount, profit or loss, and impairment          perspectives for each of the reduction drivers, and they should assess whether the bank has          identified a strategic process to resolve any shortfalls under different economic scenarios.          The assessment criteria, underlying assumptions and implications should be aligned with the          RAF as well as with the internal capital adequacy assessment process (ICAAP).16	0
      35.Credit institutions should include suitable actions in their capital planning to ensure that the          level of available capital will enable a sustainable reduction of NPEs on the balance sheet.	0
